name,n,mean,median,std,sem,min,max,ci_mean_low,ci_mean_high,effect_size_d,ci_d_low,ci_d_high,p_two_tailed
deltas.pos_bigrams.mean_delta,4,1.6899725993257342,0.9671281974928133,2.6192660946744337,1.3096330473372169,-0.6274651818228626,5.453099184140172,-0.21629560155834862,4.3190852020427375,0.6452084432207306,-0.26302481012724865,18.80975985691256,0.076
deltas.lexical.mean_delta,4,-0.3831956404312163,-1.7540077730435373,3.5041114971388856,1.7520557485694428,-2.8262181444213565,4.801451128783566,-2.4735304394083713,3.07795129115826,-0.10935600672070404,-6.2043314901237,0.8929363449778911,0.5624
prop_sentences_changed,8,0.7958457677276277,0.81125,0.07073583036242481,0.025008892661065932,0.6337209302325582,0.8598130841121495,0.7435064666774333,0.8326014020704033,11.250956744976369,7.519023182027725,49.45875446046265,0.0
rewrite.delta_rel_style,8,0.108225,0.1048,0.03681722228988571,0.013016853772815347,0.0681,0.1845,0.0868625,0.13460031249999999,2.9395210520738053,2.283467851985863,7.326661825093084,0.0
